0;1;0,4
0,007874;1;0,39685
0,015748;1;0,3937
0,023622;1;0,39055
0,031496;1;0,3874
0,03937;1;0,38425
0,047244;1;0,3811
0,055118;1;0,37795
0,062992;1;0,3748
0,070866;1;0,37165
0,07874;1;0,3685
0,086614;1;0,36535
0,094488;1;0,3622
0,10236;1;0,35906
0,11024;1;0,35591
0,11811;1;0,35276
0,12598;1;0,34961
0,13386;1;0,34646
0,14173;1;0,34331
0,14961;1;0,34016
0,15748;1;0,33701
0,16535;1;0,33386
0,17323;1;0,33071
0,1811;1;0,32756
0,18898;1;0,32441
0,19685;1;0,32126
0,20472;1;0,31811
0,2126;1;0,31496
0,22047;1;0,31181
0,22835;1;0,30866
0,23622;1;0,30551
0,24409;1;0,30236
0,25197;1;0,29921
0,25984;1;0,29606
0,26772;1;0,29291
0,27559;1;0,28976
0,28346;1;0,28661
0,29134;1;0,28346
0,29921;1;0,28031
0,30709;1;0,27717
0,31496;1;0,27402
0,32283;1;0,27087
0,33071;1;0,26772
0,33858;1;0,26457
0,34646;1;0,26142
0,35433;1;0,25827
0,3622;1;0,25512
0,37008;1;0,25197
0,37795;1;0,24882
0,38583;1;0,24567
0,3937;1;0,24252
0,40157;1;0,23937
0,40945;1;0,23622
0,41732;1;0,23307
0,4252;1;0,22992
0,43307;1;0,22677
0,44094;1;0,22362
0,44882;1;0,22047
0,45669;1;0,21732
0,46457;1;0,21417
0,47244;1;0,21102
0,48031;1;0,20787
0,48819;1;0,20472
0,49606;1;0,20157
0,50394;1;0,19843
0,51181;1;0,19528
0,51969;1;0,19213
0,52756;1;0,18898
0,53543;1;0,18583
0,54331;1;0,18268
0,55118;1;0,17953
0,55906;1;0,17638
0,56693;1;0,17323
0,5748;1;0,17008
0,58268;1;0,16693
0,59055;1;0,16378
0,59843;1;0,16063
0,6063;1;0,15748
0,61417;1;0,15433
0,62205;1;0,15118
0,62992;1;0,14803
0,6378;1;0,14488
0,64567;1;0,14173
0,65354;1;0,13858
0,66142;1;0,13543
0,66929;1;0,13228
0,67717;1;0,12913
0,68504;1;0,12598
0,69291;1;0,12283
0,70079;1;0,11969
0,70866;1;0,11654
0,71654;1;0,11339
0,72441;1;0,11024
0,73228;1;0,10709
0,74016;1;0,10394
0,74803;1;0,10079
0,75591;1;0,097638
0,76378;1;0,094488
0,77165;1;0,091339
0,77953;1;0,088189
0,7874;1;0,085039
0,79528;1;0,08189
0,80315;1;0,07874
0,81102;1;0,075591
0,8189;1;0,072441
0,82677;1;0,069291
0,83465;1;0,066142
0,84252;1;0,062992
0,85039;1;0,059843
0,85827;1;0,056693
0,86614;1;0,053543
0,87402;1;0,050394
0,88189;1;0,047244
0,88976;1;0,044094
0,89764;1;0,040945
0,90551;1;0,037795
0,91339;1;0,034646
0,92126;1;0,031496
0,92913;1;0,028346
0,93701;1;0,025197
0,94488;1;0,022047
0,95276;1;0,018898
0,96063;1;0,015748
0,9685;1;0,012598
0,97638;1;0,0094488
0,98425;1;0,0062992
0,99213;1;0,0031496
1;1;0
1;0,99219;0
1;0,98438;0
1;0,97656;0
1;0,96875;0
1;0,96094;0
1;0,95313;0
1;0,94531;0
1;0,9375;0
1;0,92969;0
1;0,92188;0
1;0,91406;0
1;0,90625;0
1;0,89844;0
1;0,89063;0
1;0,88281;0
1;0,875;0
1;0,86719;0
1;0,85938;0
1;0,85156;0
1;0,84375;0
1;0,83594;0
1;0,82813;0
1;0,82031;0
1;0,8125;0
1;0,80469;0
1;0,79688;0
1;0,78906;0
1;0,78125;0
1;0,77344;0
1;0,76563;0
1;0,75781;0
1;0,75;0
1;0,74219;0
1;0,73438;0
1;0,72656;0
1;0,71875;0
1;0,71094;0
1;0,70313;0
1;0,69531;0
1;0,6875;0
1;0,67969;0
1;0,67188;0
1;0,66406;0
1;0,65625;0
1;0,64844;0
1;0,64063;0
1;0,63281;0
1;0,625;0
1;0,61719;0
1;0,60938;0
1;0,60156;0
1;0,59375;0
1;0,58594;0
1;0,57813;0
1;0,57031;0
1;0,5625;0
1;0,55469;0
1;0,54688;0
1;0,53906;0
1;0,53125;0
1;0,52344;0
1;0,51563;0
1;0,50781;0
1;0,5;0
1;0,49219;0
1;0,48438;0
1;0,47656;0
1;0,46875;0
1;0,46094;0
1;0,45313;0
1;0,44531;0
1;0,4375;0
1;0,42969;0
1;0,42188;0
1;0,41406;0
1;0,40625;0
1;0,39844;0
1;0,39063;0
1;0,38281;0
1;0,375;0
1;0,36719;0
1;0,35938;0
1;0,35156;0
1;0,34375;0
1;0,33594;0
1;0,32813;0
1;0,32031;0
1;0,3125;0
1;0,30469;0
1;0,29688;0
1;0,28906;0
1;0,28125;0
1;0,27344;0
1;0,26563;0
1;0,25781;0
1;0,25;0
1;0,24219;0
1;0,23438;0
1;0,22656;0
1;0,21875;0
1;0,21094;0
1;0,20313;0
1;0,19531;0
1;0,1875;0
1;0,17969;0
1;0,17188;0
1;0,16406;0
1;0,15625;0
1;0,14844;0
1;0,14063;0
1;0,13281;0
1;0,125;0
1;0,11719;0
1;0,10938;0
1;0,10156;0
1;0,09375;0
1;0,085938;0
1;0,078125;0
1;0,070313;0
1;0,0625;0
1;0,054688;0
1;0,046875;0
1;0,039063;0
1;0,03125;0
1;0,023438;0
1;0,015625;0
1;0,0078125;0
1;0;0
